Node,superkingdom,kingdom
4577, Eukaryota , Viridiplantae 
4577, Eukaryota , Viridiplantae 
4577, Eukaryota , Viridiplantae 
4577, Eukaryota , Viridiplantae 
4577, Eukaryota , Viridiplantae 
4577, Eukaryota , Viridiplantae 
4952, Eukaryota , Fungi 
665079, Eukaryota , Fungi 
5670, Eukaryota , Other
914238, Eukaryota , Fungi 
914237, Eukaryota , Fungi 
38038, Eukaryota , Fungi 
573508, Eukaryota , Fungi 
1295533, Eukaryota , Fungi 
1295531, Eukaryota , Fungi 
1295532, Eukaryota , Fungi 
1295528, Eukaryota , Fungi 
1296118, Eukaryota , Fungi 
683960, Eukaryota , Fungi 
984486, Eukaryota , Fungi 
984485, Eukaryota , Fungi 
983966, Eukaryota , Fungi 
984487, Eukaryota , Fungi 
983967, Eukaryota , Fungi 
669874, Eukaryota , Fungi 
888268, Eukaryota , Viridiplantae 
635003, Eukaryota , Other
1835702, Eukaryota , Fungi 
109264, Eukaryota , Fungi 
1209926, Eukaryota , Fungi 
5855, Eukaryota , Other
5694, Eukaryota , Other
5694, Eukaryota , Other
1230904, Eukaryota , Fungi 
1266667, Eukaryota , Fungi 
1072105, Eukaryota , Fungi 
1230905, Eukaryota , Fungi 
1266666, Eukaryota , Fungi 
4955, Eukaryota , Fungi 
37862, Eukaryota , Metazoa 
7370, Eukaryota , Metazoa 
5849, Eukaryota , Other
85471, Eukaryota , Other
107243, Eukaryota , Viridiplantae 
107243, Eukaryota , Viridiplantae 
107243, Eukaryota , Viridiplantae 
107243, Eukaryota , Viridiplantae 
117008, Eukaryota , Other
3871, Eukaryota , Viridiplantae 
3871, Eukaryota , Viridiplantae 
1408157, Eukaryota , Fungi 
180088, Eukaryota , Fungi 
1447872, Eukaryota , Fungi 
1658174, Eukaryota , Fungi 
236234, Eukaryota , Fungi 
307758, Eukaryota , Fungi 
192010, Eukaryota , Fungi 
1227346, Eukaryota , Fungi 
576137, Eukaryota , Fungi 
767770, Eukaryota , Fungi 
1036611, Eukaryota , Fungi 
1073089, Eukaryota , Fungi 
1073090, Eukaryota , Fungi 
1036612, Eukaryota , Fungi 
767769, Eukaryota , Fungi 
1160497, Eukaryota , Fungi 
690307, Eukaryota , Fungi 
154538, Eukaryota , Fungi 
1137211, Eukaryota , Fungi 
3702, Eukaryota , Viridiplantae 
4956, Eukaryota , Fungi 
4956, Eukaryota , Fungi 
3775, Eukaryota , Viridiplantae 
5353, Eukaryota , Fungi 
1316194, Eukaryota , Fungi 
708187, Eukaryota , Fungi 
2951, Eukaryota , Other
133383, Eukaryota , Fungi 
1213189, Eukaryota , Fungi 
133412, Eukaryota , Fungi 
133412, Eukaryota , Fungi 
5963, Eukaryota , Other
210143, Eukaryota , Viridiplantae 
93759, Eukaryota , Viridiplantae 
602072, Eukaryota , Fungi 
3827, Eukaryota , Viridiplantae 
3656, Eukaryota , Viridiplantae 
3916, Eukaryota , Viridiplantae 
7159, Eukaryota , Metazoa 
121224, Eukaryota , Metazoa 
420778, Eukaryota , Fungi 
1357716, Eukaryota , Fungi 
5062, Eukaryota , Fungi 
104259, Eukaryota , Fungi 
1491466, Eukaryota , Fungi 
1198029, Eukaryota , Fungi 
4096, Eukaryota , Viridiplantae 
4072, Eukaryota , Viridiplantae 
4432, Eukaryota , Viridiplantae 
1813822, Eukaryota , Fungi 
60169, Eukaryota , Fungi 
69771, Eukaryota , Fungi 
416450, Eukaryota , Fungi 
60172, Eukaryota , Fungi 
254877, Eukaryota , Fungi 
36646, Eukaryota , Fungi 
60175, Eukaryota , Fungi 
1507870, Eukaryota , Fungi 
1507870, Eukaryota , Fungi 
1974281, Eukaryota , Fungi 
1974281, Eukaryota , Fungi 
1202772, Eukaryota , Other
77044, Eukaryota , Fungi 
136370, Eukaryota , Fungi 
67003, Eukaryota , Other
86635, Eukaryota , Fungi 
58291, Eukaryota , Fungi 
101127, Eukaryota , Fungi 
13706, Eukaryota , Fungi 
90262, Eukaryota , Fungi 
670580, Eukaryota , Fungi 
1789683, Eukaryota , Fungi 
1276538, Eukaryota , Fungi 
105231, Eukaryota , Viridiplantae 
77519, Eukaryota , Other
4999, Eukaryota , Fungi 
1754191, Eukaryota , Fungi 
1754191, Eukaryota , Fungi 
61395, Eukaryota , Fungi 
1754192, Eukaryota , Fungi 
1314790, Eukaryota , Fungi 
1231657, Eukaryota , Fungi 
71784, Eukaryota , Fungi 
1754190, Eukaryota , Fungi 
329046, Eukaryota , Fungi 
329046, Eukaryota , Fungi 
1754190, Eukaryota , Fungi 
329046, Eukaryota , Fungi 
1141098, Eukaryota , Fungi 
106004, Eukaryota , Fungi 
2754530, Eukaryota , Fungi 
64571, Eukaryota , Fungi 
765915, Eukaryota , Fungi 
1353009, Eukaryota , Fungi 
105696, Eukaryota , Fungi 
1001937, Eukaryota , Fungi 
1001938, Eukaryota , Fungi 
1001833, Eukaryota , Fungi 
1001832, Eukaryota , Fungi 
5850, Eukaryota , Other
73868, Eukaryota , Fungi 
70448, Eukaryota , Viridiplantae 
1276529, Eukaryota , Fungi 
1519565, Eukaryota , Other
1519565, Eukaryota , Other
1157616, Eukaryota , Fungi 
1157616, Eukaryota , Fungi 
56857, Eukaryota , Viridiplantae 
503106, Eukaryota , Fungi 
1441469, Eukaryota , Fungi 
4795, Eukaryota , Other
1230068, Eukaryota , Fungi 
519963, Eukaryota , Fungi 
269621, Eukaryota , Fungi 
1157962, Eukaryota , Viridiplantae 
4232, Eukaryota , Viridiplantae 
4232, Eukaryota , Viridiplantae 
1938954, Eukaryota , Fungi 
47428, Eukaryota , Fungi 
2282107, Eukaryota , Fungi 
59557, Eukaryota , Fungi 
2018661, Eukaryota , Metazoa 
2018661, Eukaryota , Metazoa 
2018661, Eukaryota , Metazoa 
94643, Eukaryota , Other
703135, Eukaryota , Fungi 
268505, Eukaryota , Fungi 
2060905, Eukaryota , Fungi 
1447875, Eukaryota , Fungi 
1447883, Eukaryota , Fungi 
73230, Eukaryota , Fungi 
1035309, Eukaryota , Fungi 
1399860, Eukaryota , Fungi 
2004952, Eukaryota , Fungi 
1399860, Eukaryota , Fungi 
2004951, Eukaryota , Fungi 
483139, Eukaryota , Other
112498, Eukaryota , Fungi 
33114, Eukaryota , Viridiplantae 
1340429, Eukaryota , Fungi 
122368, Eukaryota , Fungi 
656916, Eukaryota , Fungi 
1077348, Eukaryota , Fungi 
1074873, Eukaryota , Other
429701, Eukaryota , Viridiplantae 
1276532, Eukaryota , Fungi 
858221, Eukaryota , Fungi 
1076256, Eukaryota , Fungi 
47427, Eukaryota , Fungi 
327505, Eukaryota , Fungi 
290292, Eukaryota , Fungi 
742152, Eukaryota , Fungi 
5507, Eukaryota , Fungi 
73501, Eukaryota , Fungi 
747089, Eukaryota , Fungi 
1088818, Eukaryota , Viridiplantae 
22663, Eukaryota , Viridiplantae 
8932, Eukaryota , Metazoa 
1758121, Eukaryota , Metazoa 
906689, Eukaryota , Viridiplantae 
1392255, Eukaryota , Fungi 
1392248, Eukaryota , Fungi 
588596, Eukaryota , Fungi 
588596, Eukaryota , Fungi 
41067, Eukaryota , Fungi 
1392250, Eukaryota , Fungi 
482145, Eukaryota , Fungi 
2082293, Eukaryota , Fungi 
1149755, Eukaryota , Fungi 
1095630, Eukaryota , Fungi 
398673, Eukaryota , Fungi 
5544, Eukaryota , Fungi 
42673, Eukaryota , Fungi 
3218, Eukaryota , Viridiplantae 
2082308, Eukaryota , Fungi 
3055, Eukaryota , Viridiplantae 
57577, Eukaryota , Viridiplantae 
45235, Eukaryota , Fungi 
56646, Eukaryota , Fungi 
588596, Eukaryota , Fungi 
2020962, Eukaryota , Fungi 
5544, Eukaryota , Fungi 
588596, Eukaryota , Fungi 
41688, Eukaryota , Fungi 
200324, Eukaryota , Fungi 
200324, Eukaryota , Fungi 
200324, Eukaryota , Fungi 
200324, Eukaryota , Fungi 
176275, Eukaryota , Fungi 
72559, Eukaryota , Fungi 
28930, Eukaryota , Viridiplantae 
28930, Eukaryota , Viridiplantae 
61149, Eukaryota , Viridiplantae 
61149, Eukaryota , Viridiplantae 
61149, Eukaryota , Viridiplantae 
611791, Eukaryota , Other
398673, Eukaryota , Fungi 
3476, Eukaryota , Viridiplantae 
63057, Eukaryota , Viridiplantae 
158607, Eukaryota , Fungi 
1890364, Eukaryota , Other
74649, Eukaryota , Viridiplantae 
3076, Eukaryota , Viridiplantae 
554055, Eukaryota , Viridiplantae 
554055, Eukaryota , Viridiplantae 
40998, Eukaryota , Fungi 
880534, Eukaryota , Other
880535, Eukaryota , Other
720590, Eukaryota , Other
880536, Eukaryota , Other
5854, Eukaryota , Other
88149, Eukaryota , Other
2315210, Eukaryota , Other
98765, Eukaryota , Fungi 
1590841, Eukaryota , Viridiplantae 
3197, Eukaryota , Viridiplantae 
206008, Eukaryota , Viridiplantae 
94208, Eukaryota , Fungi 
225359, Eukaryota , Fungi 
741276, Eukaryota , Fungi 
357750, Eukaryota , Fungi 
2070414, Eukaryota , Fungi 
2070413, Eukaryota , Fungi 
2070412, Eukaryota , Fungi 
176275, Eukaryota , Fungi 
45607, Eukaryota , Fungi 
1448308, Eukaryota , Fungi 
2025994, Eukaryota , Fungi 
857342, Eukaryota , Fungi 
1042311, Eukaryota , Fungi 
983964, Eukaryota , Fungi 
58853, Eukaryota , Fungi 
983965, Eukaryota , Fungi 
5516, Eukaryota , Fungi 
1392256, Eukaryota , Fungi 
943120, Eukaryota , Other
42251, Eukaryota , Fungi 
1504633, Eukaryota , Viridiplantae 
61424, Eukaryota , Fungi 
133385, Eukaryota , Fungi 
133377, Eukaryota , Fungi 
35608, Eukaryota , Viridiplantae 
33203, Eukaryota , Fungi 
307507, Eukaryota , Viridiplantae 
45357, Eukaryota , Fungi 
1485229, Eukaryota , Fungi 
97972, Eukaryota , Fungi 
5693, Eukaryota , Other
5693, Eukaryota , Other
5693, Eukaryota , Other
1450541, Eukaryota , Fungi 
1450538, Eukaryota , Fungi 
45151, Eukaryota , Fungi 
45151, Eukaryota , Fungi 
45151, Eukaryota , Fungi 
796604, Eukaryota , Fungi 
289078, Eukaryota , Fungi 
3900, Eukaryota , Viridiplantae 
94130, Eukaryota , Fungi 
472368, Eukaryota , Viridiplantae 
49451, Eukaryota , Viridiplantae 
2094558, Eukaryota , Viridiplantae 
1280837, Eukaryota , Fungi 
1522189, Eukaryota , Fungi 
215250, Eukaryota , Fungi 
58919, Eukaryota , Fungi 
42249, Eukaryota , Fungi 
1448314, Eukaryota , Fungi 
1450535, Eukaryota , Fungi 
1448321, Eukaryota , Fungi 
1882483, Eukaryota , Fungi 
1448310, Eukaryota , Fungi 
1450539, Eukaryota , Fungi 
1450533, Eukaryota , Fungi 
1448311, Eukaryota , Fungi 
1448315, Eukaryota , Fungi 
1448318, Eukaryota , Fungi 
1448320, Eukaryota , Fungi 
267555, Eukaryota , Viridiplantae 
29920, Eukaryota , Other
1196081, Eukaryota , Fungi 
5059, Eukaryota , Fungi 
183478, Eukaryota , Fungi 
948311, Eukaryota , Fungi 
117187, Eukaryota , Fungi 
231269, Eukaryota , Fungi 
86630, Eukaryota , Fungi 
4846, Eukaryota , Fungi 
1330021, Eukaryota , Fungi 
5486, Eukaryota , Fungi 
5486, Eukaryota , Fungi 
2039875, Eukaryota , Fungi 
39966, Eukaryota , Fungi 
1353008, Eukaryota , Fungi 
1353007, Eukaryota , Fungi 
2656787, Eukaryota , Fungi 
139420, Eukaryota , Fungi 
157652, Eukaryota , Viridiplantae 
157652, Eukaryota , Viridiplantae 
1803374, Eukaryota , Fungi 
2867405, Eukaryota , Fungi 
3088, Eukaryota , Viridiplantae 
3088, Eukaryota , Viridiplantae 
3088, Eukaryota , Viridiplantae 
332648, Eukaryota , Fungi 
5851, Eukaryota , Other
309537, Eukaryota , Viridiplantae 
69332, Eukaryota , Viridiplantae 
1448316, Eukaryota , Fungi 
1450537, Eukaryota , Fungi 
2675880, Eukaryota , Fungi 
490622, Eukaryota , Fungi 
694270, Eukaryota , Fungi 
5514, Eukaryota , Fungi 
112090, Eukaryota , Other
112090, Eukaryota , Other
112090, Eukaryota , Other
112090, Eukaryota , Other
1348612, Eukaryota , Fungi 
658196, Eukaryota , Fungi 
44941, Eukaryota , Fungi 
3711, Eukaryota , Viridiplantae 
2070753, Eukaryota , Fungi 
5874, Eukaryota , Other
4565, Eukaryota , Viridiplantae 
1849047, Eukaryota , Fungi 
1810919, Eukaryota , Fungi 
565419, Eukaryota , Fungi 
5539, Eukaryota , Fungi 
325452, Eukaryota , Other
1341132, Eukaryota , Fungi 
5061, Eukaryota , Fungi 
425264, Eukaryota , Fungi 
4577, Eukaryota , Viridiplantae 
396571, Eukaryota , Fungi 
4540, Eukaryota , Viridiplantae 
4540, Eukaryota , Viridiplantae 
2010991, Eukaryota , Fungi 
1960876, Eukaryota , Fungi 
542832, Eukaryota , Other
91943, Eukaryota , Fungi 
91943, Eukaryota , Fungi 
91943, Eukaryota , Fungi 
91943, Eukaryota , Fungi 
91943, Eukaryota , Fungi 
91943, Eukaryota , Fungi 
91943, Eukaryota , Fungi 
91943, Eukaryota , Fungi 
91943, Eukaryota , Fungi 
91943, Eukaryota , Fungi 
91943, Eukaryota , Fungi 
91943, Eukaryota , Fungi 
91943, Eukaryota , Fungi 
91943, Eukaryota , Fungi 
91943, Eukaryota , Fungi 
91943, Eukaryota , Fungi 
1302712, Eukaryota , Fungi 
1051616, Eukaryota , Fungi 
1314773, Eukaryota , Fungi 
1160509, Eukaryota , Fungi 
1336337, Eukaryota , Fungi 
1392247, Eukaryota , Fungi 
1051890, Eukaryota , Fungi 
420245, Eukaryota , Other
3711, Eukaryota , Viridiplantae 
71465, Eukaryota , Metazoa 
157072, Eukaryota , Other
112090, Eukaryota , Other
112090, Eukaryota , Other
325452, Eukaryota , Other
5661, Eukaryota , Other
139825, Eukaryota , Fungi 
105351, Eukaryota , Fungi 
231916, Eukaryota , Fungi 
93625, Eukaryota , Fungi 
181874, Eukaryota , Fungi 
212602, Eukaryota , Fungi 
62708, Eukaryota , Fungi 
62708, Eukaryota , Fungi 
62708, Eukaryota , Fungi 
5507, Eukaryota , Fungi 
5507, Eukaryota , Fungi 
5507, Eukaryota , Fungi 
948311, Eukaryota , Fungi 
177199, Eukaryota , Fungi 
325452, Eukaryota , Other
2028340, Eukaryota , Fungi 
2028339, Eukaryota , Fungi 
83891, Eukaryota , Other
5698, Eukaryota , Other
1230097, Eukaryota , Fungi 
252740, Eukaryota , Fungi 
356882, Eukaryota , Fungi 
112090, Eukaryota , Other
943122, Eukaryota , Other
4639, Eukaryota , Viridiplantae 
105984, Eukaryota , Fungi 
1325737, Eukaryota , Fungi 
1325734, Eukaryota , Fungi 
1325733, Eukaryota , Fungi 
2604345, Eukaryota , Fungi 
131363, Eukaryota , Fungi 
1147111, Eukaryota , Fungi 
97331, Eukaryota , Fungi 
29760, Eukaryota , Viridiplantae 
29760, Eukaryota , Viridiplantae 
29760, Eukaryota , Viridiplantae 
363999, Eukaryota , Fungi 
264951, Eukaryota , Fungi 
337451, Eukaryota , Viridiplantae 
27337, Eukaryota , Fungi 
3818, Eukaryota , Viridiplantae 
3818, Eukaryota , Viridiplantae 
3848, Eukaryota , Viridiplantae 
3848, Eukaryota , Viridiplantae 
2587410, Eukaryota , Fungi 
48703, Eukaryota , Fungi 
13370, Eukaryota , Fungi 
183589, Eukaryota , Other
54757, Eukaryota , Other
200361, Eukaryota , Viridiplantae 
200361, Eukaryota , Viridiplantae 
200361, Eukaryota , Viridiplantae 
200361, Eukaryota , Viridiplantae 
200361, Eukaryota , Viridiplantae 
200361, Eukaryota , Viridiplantae 
132261, Eukaryota , Viridiplantae 
132261, Eukaryota , Viridiplantae 
120398, Eukaryota , Other
42258, Eukaryota , Fungi 
3917, Eukaryota , Viridiplantae 
1027361, Eukaryota , Other
318829, Eukaryota , Fungi 
1555241, Eukaryota , Fungi 
1907219, Eukaryota , Fungi 
1712513, Eukaryota , Fungi 
215637, Eukaryota , Fungi 
5217, Eukaryota , Fungi 
2316362, Eukaryota , Fungi 
451672, Eukaryota , Fungi 
119927, Eukaryota , Fungi 
156630, Eukaryota , Fungi 
155417, Eukaryota , Fungi 
2211647, Eukaryota , Fungi 
2211646, Eukaryota , Fungi 
1081914, Eukaryota , Fungi 
2211642, Eukaryota , Fungi 
2211644, Eukaryota , Fungi 
2211643, Eukaryota , Fungi 
1052797, Eukaryota , Fungi 
114155, Eukaryota , Fungi 
114155, Eukaryota , Fungi 
92696, Eukaryota , Fungi 
1347390, Eukaryota , Fungi 
5466, Eukaryota , Fungi 
1347389, Eukaryota , Fungi 
341454, Eukaryota , Fungi 
1220188, Eukaryota , Fungi 
542762, Eukaryota , Viridiplantae 
98765, Eukaryota , Fungi 
1095465, Eukaryota , Fungi 
2447956, Eukaryota , Fungi 
52838, Eukaryota , Viridiplantae 
52838, Eukaryota , Viridiplantae 
278940, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
1540922, Eukaryota , Fungi 
1708541, Eukaryota , Fungi 
1708541, Eukaryota , Fungi 
1708541, Eukaryota , Fungi 
1708541, Eukaryota , Fungi 
80884, Eukaryota , Fungi 
706561, Eukaryota , Fungi 
329885, Eukaryota , Fungi 
329885, Eukaryota , Fungi 
1965284, Eukaryota , Fungi 
329884, Eukaryota , Fungi 
43335, Eukaryota , Viridiplantae 
43335, Eukaryota , Viridiplantae 
43335, Eukaryota , Viridiplantae 
4556, Eukaryota , Viridiplantae 
1306861, Eukaryota , Fungi 
40998, Eukaryota , Fungi 
31271, Eukaryota , Other
388810, Eukaryota , Fungi 
2211645, Eukaryota , Fungi 
1314807, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
5580, Eukaryota , Fungi 
1708541, Eukaryota , Fungi 
5518, Eukaryota , Fungi 
8005, Eukaryota , Metazoa 
3755, Eukaryota , Viridiplantae 
3469, Eukaryota , Viridiplantae 
50990, Eukaryota , Fungi 
71717, Eukaryota , Fungi 
34475, Eukaryota , Fungi 
205917, Eukaryota , Fungi 
37992, Eukaryota , Fungi 
87230, Eukaryota , Fungi 
278948, Eukaryota , Fungi 
278943, Eukaryota , Fungi 
54673, Eukaryota , Fungi 
278938, Eukaryota , Fungi 
87229, Eukaryota , Fungi 
86259, Eukaryota , Fungi 
5661, Eukaryota , Other
5061, Eukaryota , Fungi 
1093900, Eukaryota , Fungi 
1806994, Eukaryota , Fungi 
286115, Eukaryota , Fungi 
286115, Eukaryota , Fungi 
109895, Eukaryota , Fungi 
117820, Eukaryota , Fungi 
246404, Eukaryota , Fungi 
5098, Eukaryota , Fungi 
5823, Eukaryota , Other
5286, Eukaryota , Fungi 
50376, Eukaryota , Fungi 
106549, Eukaryota , Viridiplantae 
106549, Eukaryota , Viridiplantae 
43265, Eukaryota , Fungi 
97359, Eukaryota , Fungi 
2512241, Eukaryota , Fungi 
61366, Eukaryota , Fungi 
215461, Eukaryota , Fungi 
5855, Eukaryota , Other
4170, Eukaryota , Viridiplantae 
56615, Eukaryota , Fungi 
56615, Eukaryota , Fungi 
56615, Eukaryota , Fungi 
1883078, Eukaryota , Fungi 
47621, Eukaryota , Viridiplantae 
47621, Eukaryota , Viridiplantae 
16924, Eukaryota , Viridiplantae 
16924, Eukaryota , Viridiplantae 
16924, Eukaryota , Viridiplantae 
16924, Eukaryota , Viridiplantae 
16924, Eukaryota , Viridiplantae 
16924, Eukaryota , Viridiplantae 
16924, Eukaryota , Viridiplantae 
16924, Eukaryota , Viridiplantae 
16924, Eukaryota , Viridiplantae 
1764295, Eukaryota , Viridiplantae 
1328759, Eukaryota , Fungi 
86804, Eukaryota , Fungi 
86804, Eukaryota , Fungi 
84751, Eukaryota , Fungi 
84753, Eukaryota , Fungi 
230819, Eukaryota , Fungi 
68775, Eukaryota , Fungi 
5364, Eukaryota , Fungi 
1314778, Eukaryota , Fungi 
1884261, Eukaryota , Fungi 
5288, Eukaryota , Fungi 
1649241, Eukaryota , Fungi 
61366, Eukaryota , Fungi 
34276, Eukaryota , Viridiplantae 
34276, Eukaryota , Viridiplantae 
34277, Eukaryota , Viridiplantae 
34277, Eukaryota , Viridiplantae 
34277, Eukaryota , Viridiplantae 
34275, Eukaryota , Viridiplantae 
34275, Eukaryota , Viridiplantae 
2591691, Eukaryota , Fungi 
1194695, Eukaryota , Viridiplantae 
1485010, Eukaryota , Other
718367, Eukaryota , Fungi 
3755, Eukaryota , Viridiplantae 
3755, Eukaryota , Viridiplantae 
3755, Eukaryota , Viridiplantae 
3755, Eukaryota , Viridiplantae 
2608996, Eukaryota , Viridiplantae 
561372, Eukaryota , Viridiplantae 
1250544, Eukaryota , Fungi 
3634, Eukaryota , Viridiplantae 
3634, Eukaryota , Viridiplantae 
3634, Eukaryota , Viridiplantae 
5851, Eukaryota , Other
741705, Eukaryota , Fungi 
33178, Eukaryota , Fungi 
1734106, Eukaryota , Fungi 
136370, Eukaryota , Fungi 
38448, Eukaryota , Fungi 
1220188, Eukaryota , Fungi 
45133, Eukaryota , Fungi 
2448454, Eukaryota , Viridiplantae 
2182728, Eukaryota , Viridiplantae 
2182728, Eukaryota , Viridiplantae 
1571157, Eukaryota , Fungi 
1571157, Eukaryota , Fungi 
1582974, Eukaryota , Fungi 
41062, Eukaryota , Fungi 
5067, Eukaryota , Fungi 
986946, Eukaryota , Fungi 
209559, Eukaryota , Fungi 
656917, Eukaryota , Fungi 
61186, Eukaryota , Fungi 
176857, Eukaryota , Viridiplantae 
192012, Eukaryota , Viridiplantae 
176857, Eukaryota , Viridiplantae 
132259, Eukaryota , Fungi 
36643, Eukaryota , Fungi 
41984, Eukaryota , Fungi 
1034304, Eukaryota , Fungi 
1034303, Eukaryota , Fungi 
138285, Eukaryota , Fungi 
61420, Eukaryota , Fungi 
1226010, Eukaryota , Fungi 
209559, Eukaryota , Fungi 
1506151, Eukaryota , Fungi 
28985, Eukaryota , Fungi 
36911, Eukaryota , Fungi 
5127, Eukaryota , Fungi 
2078593, Eukaryota , Fungi 
5689, Eukaryota , Other
44093, Eukaryota , Fungi 
2600580, Eukaryota , Other
307959, Eukaryota , Metazoa 
307959, Eukaryota , Metazoa 
2587831, Eukaryota , Metazoa 
262757, Eukaryota , Viridiplantae 
106335, Eukaryota , Viridiplantae 
106335, Eukaryota , Viridiplantae 
106335, Eukaryota , Viridiplantae 
106335, Eukaryota , Viridiplantae 
129364, Eukaryota , Other
53985, Eukaryota , Other
129364, Eukaryota , Other
1447944, Eukaryota , Fungi 
262921, Eukaryota , Viridiplantae 
3870, Eukaryota , Viridiplantae 
112090, Eukaryota , Other
5763, Eukaryota , Other
184978, Eukaryota , Fungi 
3870, Eukaryota , Viridiplantae 
50730, Eukaryota , Fungi 
1150837, Eukaryota , Fungi 
147558, Eukaryota , Fungi 
706981, Eukaryota , Fungi 
1392246, Eukaryota , Fungi 
1447943, Eukaryota , Fungi 
1450172, Eukaryota , Fungi 
690887, Eukaryota , Fungi 
1392245, Eukaryota , Fungi 
1176127, Eukaryota , Fungi 
1080233, Eukaryota , Fungi 
1314779, Eukaryota , Fungi 
717836, Eukaryota , Fungi 
302913, Eukaryota , Fungi 
1048519, Eukaryota , Fungi 
390896, Eukaryota , Fungi 
318751, Eukaryota , Fungi 
3981, Eukaryota , Viridiplantae 
245834, Eukaryota , Fungi 
390894, Eukaryota , Fungi 
1395130, Eukaryota , Fungi 
1314788, Eukaryota , Fungi 
703497, Eukaryota , Fungi 
1340428, Eukaryota , Fungi 
470096, Eukaryota , Fungi 
1314802, Eukaryota , Fungi 
574789, Eukaryota , Fungi 
1469910, Eukaryota , Fungi 
1408161, Eukaryota , Fungi 
1314780, Eukaryota , Fungi 
27292, Eukaryota , Fungi 
27292, Eukaryota , Fungi 
1685480, Eukaryota , Viridiplantae 
53985, Eukaryota , Other
100861, Eukaryota , Other
110450, Eukaryota , Viridiplantae 
1392243, Eukaryota , Fungi 
1176131, Eukaryota , Fungi 
703511, Eukaryota , Fungi 
1168545, Eukaryota , Fungi 
1314801, Eukaryota , Fungi 
161662, Eukaryota , Fungi 
2813651, Eukaryota , Fungi 
286661, Eukaryota , Fungi 
867726, Eukaryota , Other
51953, Eukaryota , Viridiplantae 
4182, Eukaryota , Viridiplantae 
3673, Eukaryota , Viridiplantae 
3662, Eukaryota , Viridiplantae 
3662, Eukaryota , Viridiplantae 
3661, Eukaryota , Viridiplantae 
3661, Eukaryota , Viridiplantae 
1314786, Eukaryota , Fungi 
36596, Eukaryota , Viridiplantae 
36596, Eukaryota , Viridiplantae 
5671, Eukaryota , Other
720590, Eukaryota , Other
266767, Eukaryota , Viridiplantae 
4083, Eukaryota , Viridiplantae 
40686, Eukaryota , Viridiplantae 
9940, Eukaryota , Metazoa 
326968, Eukaryota , Viridiplantae 
130453, Eukaryota , Viridiplantae 
4615, Eukaryota , Viridiplantae 
42229, Eukaryota , Viridiplantae 
66656, Eukaryota , Viridiplantae 
66656, Eukaryota , Viridiplantae 
13443, Eukaryota , Viridiplantae 
158456, Eukaryota , Metazoa 
148305, Eukaryota , Fungi 
22663, Eukaryota , Viridiplantae 
97479, Eukaryota , Fungi 
317549, Eukaryota , Metazoa 
122233, Eukaryota , Other
265563, Eukaryota , Other
265563, Eukaryota , Other
265563, Eukaryota , Other
5860, Eukaryota , Other
138297, Eukaryota , Other
119398, Eukaryota , Other
128442, Eukaryota , Fungi 
101201, Eukaryota , Fungi 
100035, Eukaryota , Fungi 
323545, Eukaryota , Fungi 
2813651, Eukaryota , Fungi 
37727, Eukaryota , Fungi 
2813651, Eukaryota , Fungi 
2813651, Eukaryota , Fungi 
393608, Eukaryota , Viridiplantae 
500148, Eukaryota , Fungi 
5417, Eukaryota , Fungi 
1316786, Eukaryota , Fungi 
5007, Eukaryota , Fungi 
3702, Eukaryota , Viridiplantae 
48254, Eukaryota , Fungi 
28847, Eukaryota , Other
121627, Eukaryota , Fungi 
42260, Eukaryota , Fungi 
2792677, Eukaryota , Fungi 
51605, Eukaryota , Viridiplantae 
51605, Eukaryota , Viridiplantae 
165716, Eukaryota , Viridiplantae 
165716, Eukaryota , Viridiplantae 
3483, Eukaryota , Viridiplantae 
3483, Eukaryota , Viridiplantae 
1213859, Eukaryota , Fungi 
5811, Eukaryota , Other
32597, Eukaryota , Other
330153, Eukaryota , Other
32597, Eukaryota , Other
32597, Eukaryota , Other
32597, Eukaryota , Other
32597, Eukaryota , Other
46969, Eukaryota , Viridiplantae 
5693, Eukaryota , Other
458696, Eukaryota , Viridiplantae 
458696, Eukaryota , Viridiplantae 
4442, Eukaryota , Viridiplantae 
2650976, Eukaryota , Viridiplantae 
34289, Eukaryota , Viridiplantae 
34287, Eukaryota , Viridiplantae 
34287, Eukaryota , Viridiplantae 
34290, Eukaryota , Viridiplantae 
34282, Eukaryota , Viridiplantae 
34283, Eukaryota , Viridiplantae 
